définition,mission,champ_d'application
"Le Régime Collectif d'Allocation de Retraite (RCAR) est une institution de prévoyance sociale dotée de la personnalité morale et de l'autonomie financière créée par le Dahir portant loi n° 1-77-216 du 4 octobre 1977 et gérée par la Caisse de Dépôt et de Gestion (CDG).","Le RCAR a pour objet de garantir des droits personnels au profit de l'affilié ou ses ayants cause au titre des risques de vieillesse d'invalidité et décès. Pour remplir cette mission le RCAR est constitué d'un régime général et d'un régime complémentaire. Les principaux droits garantis par le RCAR sont :La pension de retraite d'invalidité ou de décès ;Le péculeLes allocations familiales Le transfert des droits.","Le régime général est le régime de base du personnel relevant du champ d'application du RCAR qui comprend: Le personnel non titulaire de l'Etat et des Collectivités Locales (temporaires journaliers occasionnels) Le personnel contractuel de droit commun Le personnel des organismes soumis au contrôle financier de l'Etat prévu par le Dahir n° 1-59-271 du 17 chaoual 1379 (14 avril 1960) organisant le contrôle financier de l'Etat sur les offices les établissements publics ou les sociétés concessionnaires ainsi que des sociétés et organismes bénéficiant du concours financier de l'Etat ou des collectivités publiques. Le régime complémentaire quant à lui est un régime conventionnel. Sont soumis obligatoirement à ce régime les affiliés au régime général justifiant d'un salaire supérieur au plafond des salaires fixé annuellement par le RCAR et dont l'employeur est signataire de la convention d'adhésion à ce régime." 
